id,station_id,date,temp_high,temp_low,precipitation,wind_speed
512,20,2024-02-06,33.4,27.7,26.4,73.6
513,20,2024-02-22,16.1,7.6,39.4,52.2
514,20,2024-03-01,37.2,26.1,9.9,24.1
515,20,2024-02-12,20.8,10.2,44.0,41.6
516,20,2024-03-18,8.6,-0.3,17.0,50.9
517,20,2024-02-26,2.9,-9.4,12.1,61.9
518,20,2024-04-27,37.1,32.1,18.6,50.2
519,20,2024-04-30,6.5,-7.7,22.4,45.8
520,20,2024-03-18,21.0,6.3,49.5,45.2
521,20,2024-04-30,12.7,2.3,35.7,53.8
522,20,2024-06-18,19.3,11.8,29.1,65.8
523,20,2024-06-17,16.1,8.6,20.6,7.4
524,20,2024-07-14,35.4,25.9,18.5,42.1
525,20,2024-07-27,35.4,24.1,49.8,55.1
526,20,2024-08-26,28.8,21.3,25.3,38.8
527,20,2024-09-09,6.4,-7.0,5.9,17.0
528,20,2024-09-23,-0.8,-9.0,46.1,9.5
529,20,2024-09-17,3.6,-4.3,26.1,9.4
530,20,2024-08-19,38.5,29.7,39.6,11.4
531,21,2024-01-01,36.3,28.8,9.2,59.2
532,21,2024-01-08,4.0,-7.3,20.9,45.8
533,21,2024-01-29,37.7,26.2,36.0,48.5
534,21,2024-01-28,20.0,10.5,22.5,69.3
535,21,2024-02-18,4.3,-7.2,19.4,72.0
536,21,2024-03-01,24.4,9.3,36.8,51.7
537,21,2024-02-24,28.7,16.5,35.4,44.9
538,21,2024-02-26,23.3,13.0,27.1,60.6
539,21,2024-03-21,30.0,22.9,32.9,42.5
540,21,2024-03-04,9.2,-1.0,41.9,46.4
541,21,2024-03-21,32.9,22.9,2.2,69.0
542,21,2024-03-18,11.7,6.5,26.4,30.6
543,21,2024-04-06,2.2,-3.4,7.2,20.4
544,21,2024-04-14,8.9,-4.9,2.9,76.9
545,21,2024-05-06,-1.6,-8.3,16.0,33.0
546,21,2024-06-29,13.0,-2.1,2.6,19.2
547,21,2024-06-09,21.2,10.4,5.8,4.9
548,21,2024-08-26,19.5,15.0,31.7,73.1
549,21,2024-05-06,13.5,-0.3,12.3,44.4
550,21,2024-06-20,11.6,4.7,31.8,16.3
551,21,2024-06-29,17.8,3.2,26.9,33.9
552,21,2024-10-21,3.5,-11.1,31.0,52.2
553,21,2024-07-17,2.6,-9.9,29.9,67.2
554,21,2024-10-26,42.0,31.7,42.0,22.5
555,21,2024-08-04,29.9,20.8,19.8,9.8
556,21,2024-08-13,32.0,16.7,10.5,40.4
557,21,2024-11-08,38.0,24.5,49.0,56.6
558,21,2024-10-24,12.7,0.8,23.0,48.0
559,21,2024-07-15,34.4,24.0,30.4,0.3
560,21,2024-07-22,26.4,14.5,35.2,61.0
561,21,2024-08-28,32.4,24.0,1.5,66.6
562,21,2025-03-10,26.0,15.0,41.4,28.6
563,21,2024-10-15,35.4,20.7,6.2,29.6
564,22,2024-01-01,1.8,-11.2,34.0,56.7
565,22,2024-01-11,4.3,-5.2,35.9,18.7
566,22,2024-01-29,35.9,28.7,35.2,48.5
567,22,2024-01-22,9.8,-1.5,43.5,45.5
568,22,2024-02-26,5.0,-4.6,33.6,48.2
569,22,2024-02-15,0.4,-4.8,13.0,45.6
570,22,2024-03-01,36.6,26.6,42.4,1.8
571,22,2024-03-18,29.5,20.2,21.4,53.8
572,22,2024-02-26,33.1,22.1,20.3,9.7
573,22,2024-05-06,19.9,12.6,36.1,3.8
574,22,2024-05-10,20.2,11.9,16.7,70.4
575,22,2024-03-18,38.0,28.5,47.9,73.4
576,22,2024-04-30,5.4,-4.2,4.8,38.4
577,22,2024-04-01,24.5,14.7,12.5,8.6
578,22,2024-05-20,40.3,26.4,26.0,18.9
579,22,2024-04-30,31.7,19.4,31.3,46.3
580,22,2024-05-08,41.5,29.7,44.5,55.5
581,22,2024-06-02,4.3,-4.8,30.5,34.5
582,22,2024-05-24,27.5,18.3,19.1,7.7
583,22,2024-09-04,9.9,-1.6,0.5,30.7
584,22,2024-09-17,35.9,26.2,46.9,62.6
585,22,2024-10-21,21.2,13.0,0.6,57.1
586,22,2024-08-08,33.9,26.1,17.8,38.5
587,22,2024-11-18,5.3,0.2,6.4,46.8
588,22,2024-10-15,14.8,0.8,7.4,24.7
589,22,2024-10-27,14.5,1.5,32.9,11.6
590,23,2024-01-01,15.1,8.7,45.4,62.8
591,23,2024-01-13,7.4,-3.6,23.4,55.4
592,23,2024-01-25,24.2,16.7,22.7,63.1
593,23,2024-01-22,22.4,9.0,34.7,37.3
594,23,2024-02-10,11.0,-3.2,16.6,59.2
595,23,2024-02-20,18.0,9.0,0.5,28.6
596,23,2024-02-18,5.3,-5.1,45.6,28.8
597,23,2024-02-19,6.7,-0.3,13.1,13.9
598,23,2024-03-21,4.3,-4.9,45.5,1.7
599,23,2024-03-22,16.9,7.5,46.8,24.4
600,23,2024-04-10,14.0,6.8,26.3,63.9
601,23,2024-05-23,32.5,27.3,46.2,63.6
602,23,2024-04-30,22.5,12.4,21.5,50.9
603,23,2024-04-01,31.0,18.4,14.7,11.9
604,23,2024-05-20,3.9,-10.1,42.6,77.5
605,23,2024-07-29,5.9,-1.5,33.2,5.2
606,23,2024-07-27,30.9,20.0,24.9,37.1
607,23,2024-07-23,28.7,18.6,47.8,37.9
608,23,2024-08-22,27.3,14.6,10.4,71.6
609,23,2024-09-23,33.9,25.7,44.4,45.7
610,23,2024-08-28,7.7,-1.3,14.8,41.5
611,23,2024-07-29,23.2,12.6,21.3,37.4
612,23,2024-10-13,14.7,6.1,1.2,35.3
613,23,2024-09-10,25.0,18.3,42.1,41.0
614,23,2024-07-11,34.0,23.8,3.6,3.1
615,23,2024-09-07,14.4,4.9,37.3,61.5
616,23,2024-10-13,8.2,-0.2,42.7,57.3
617,24,2024-01-01,29.5,21.7,49.8,75.7
618,24,2024-01-08,19.0,7.3,7.5,31.8
619,24,2024-01-21,27.2,20.5,29.4,44.2
620,24,2024-02-12,28.7,17.1,15.7,15.0
621,24,2024-02-22,8.1,-2.0,18.7,46.2
622,24,2024-02-15,13.6,2.2,32.9,28.4
623,24,2024-03-01,17.9,7.3,38.9,43.0
624,24,2024-03-25,23.9,16.3,7.0,78.2
625,24,2024-04-06,24.5,10.2,28.7,31.3
626,24,2024-04-27,7.5,-2.0,9.4,8.7
627,24,2024-05-20,24.4,17.5,33.7,14.2
628,24,2024-06-03,-0.7,-11.4,19.3,16.5
629,24,2024-05-12,23.8,19.0,25.9,13.7
630,24,2024-06-18,18.6,7.9,20.9,59.5
631,24,2024-07-01,40.4,30.4,10.3,34.6
632,24,2024-07-29,6.8,-2.5,10.1,57.3
633,24,2024-08-12,8.1,3.2,3.2,31.9
634,24,2024-06-19,23.5,8.8,23.0,46.1
635,24,2024-05-24,13.8,1.8,35.0,56.9
636,24,2024-07-28,17.6,3.5,20.8,14.4
637,24,2024-09-17,20.8,10.2,28.4,31.5
638,24,2024-05-27,11.8,0.9,31.4,23.4
639,24,2024-06-25,29.3,19.6,24.7,79.4
640,24,2024-07-03,37.3,32.2,38.3,26.1
641,24,2024-12-02,4.8,-0.7,1.3,51.1
642,24,2024-12-16,16.7,3.1,19.8,0.9
643,24,2024-07-27,26.2,17.3,23.2,36.9
644,24,2024-08-04,20.4,9.2,7.0,65.6
645,25,2024-01-01,34.2,25.5,6.2,59.3
646,25,2024-01-10,4.7,-8.0,7.7,28.6
647,25,2024-01-21,30.9,18.4,22.1,3.8
648,25,2024-01-25,14.5,8.3,0.2,61.8
649,25,2024-02-10,36.4,28.7,4.6,33.7
650,25,2024-02-05,11.6,2.5,11.0,70.6
651,25,2024-02-24,26.2,18.9,40.8,25.8
652,25,2024-03-11,27.6,15.6,21.4,18.6
653,25,2024-03-05,12.3,4.9,15.8,31.1
654,25,2024-05-06,9.8,0.1,31.2,3.5
655,25,2024-04-10,18.0,6.4,49.5,57.0
656,25,2024-04-09,7.6,1.1,31.5,31.1
657,25,2024-04-18,14.1,1.0,15.9,68.1
658,25,2024-07-01,-0.2,-9.8,22.4,40.9
659,25,2024-05-20,21.4,13.1,1.1,60.7
660,25,2024-04-30,13.8,0.8,31.0,4.8
661,25,2024-07-11,18.2,10.7,32.1,19.0
662,25,2024-08-26,28.5,20.9,32.2,60.8
663,25,2024-08-22,24.7,18.8,42.3,26.5
664,25,2024-07-09,5.6,-4.3,49.4,64.1
665,25,2024-07-19,23.6,15.4,22.1,0.5
666,25,2024-10-21,1.0,-8.0,7.1,16.3
667,25,2024-06-25,7.2,-4.8,10.2,40.6
668,25,2024-10-26,27.9,17.7,12.2,14.1
669,25,2024-08-28,12.6,-0.7,10.1,69.0
670,26,2024-01-01,37.2,28.8,23.5,33.8
671,26,2024-01-14,32.3,18.7,1.0,30.5
672,26,2024-01-17,32.9,19.8,7.6,58.1
673,26,2024-02-03,14.1,6.5,28.1,38.5
674,26,2024-02-18,5.3,-2.5,9.5,1.0
675,26,2024-03-01,22.2,7.0,48.5,29.9
676,26,2024-03-25,15.2,4.9,44.2,79.4
677,26,2024-02-26,15.8,7.2,21.8,20.4
678,26,2024-04-06,20.3,9.3,34.8,52.1
679,26,2024-04-27,27.9,22.2,40.7,50.5
680,26,2024-03-11,28.8,19.3,22.8,54.5
681,26,2024-05-01,10.4,-1.1,8.1,9.3
682,26,2024-04-06,28.3,16.4,29.3,72.1
683,26,2024-05-10,33.0,25.5,34.6,40.1
684,26,2024-07-01,24.8,11.9,46.2,69.6
685,26,2024-04-30,27.1,16.4,7.1,59.9
686,26,2024-07-27,25.0,19.9,24.6,7.7
687,26,2024-08-09,21.9,9.6,8.5,30.0
688,26,2024-06-11,6.0,-4.8,22.5,65.1
689,26,2024-06-20,9.5,-3.8,9.6,78.6
690,26,2024-09-17,20.1,10.0,31.8,6.4
691,26,2024-06-17,13.8,6.1,29.3,38.2
692,26,2024-06-25,-1.0,-12.4,33.3,63.1
693,26,2024-06-10,4.0,-3.2,30.1,79.0
694,26,2024-09-21,37.1,28.3,21.5,29.7
695,26,2024-10-27,41.9,27.3,33.3,30.3
696,26,2024-07-01,41.3,27.2,0.2,69.6
697,26,2024-12-17,31.3,21.2,30.1,69.5
698,26,2024-11-04,39.6,29.6,22.6,54.9
699,26,2025-02-10,21.6,13.6,31.9,75.4
700,26,2024-12-26,-0.2,-6.6,40.4,26.0
701,26,2025-03-10,9.2,-2.1,39.7,27.9
702,26,2025-03-24,41.6,27.0,36.7,23.5
703,26,2024-11-26,30.7,16.2,39.2,57.3
704,26,2024-08-26,6.9,-3.7,33.7,43.9
705,27,2024-01-01,38.6,26.0,27.0,19.5
706,27,2024-01-10,31.1,22.6,21.7,57.3
707,27,2024-01-19,36.1,27.9,14.0,57.5
708,27,2024-02-12,39.1,27.1,46.1,50.7
709,27,2024-02-26,4.8,-8.6,46.6,61.3
710,27,2024-02-10,25.0,14.5,36.8,30.5
711,27,2024-03-19,30.7,24.6,4.4,7.1
712,27,2024-03-11,27.5,20.6,42.7,76.3
713,27,2024-02-26,13.0,4.3,19.4,33.9
714,27,2024-04-18,34.5,24.1,33.2,47.3
715,27,2024-03-21,16.0,6.0,7.2,75.4
716,27,2024-04-20,19.7,9.4,7.3,53.2
717,27,2024-03-25,22.8,11.0,6.2,79.7
718,27,2024-07-01,23.5,16.5,48.3,4.7
719,27,2024-06-17,7.4,-6.0,46.7,18.0
720,27,2024-04-15,38.6,24.8,36.4,23.9
721,27,2024-05-24,39.9,30.6,33.9,79.2
722,27,2024-08-09,15.8,6.9,34.8,15.6
723,27,2024-08-22,2.8,-7.9,43.3,4.3
724,27,2024-07-28,16.3,10.5,34.8,23.3
725,27,2024-06-29,10.2,0.2,32.6,29.0
726,27,2024-06-17,30.1,19.2,47.5,34.2
727,27,2024-07-17,34.6,24.2,9.0,4.2
728,27,2024-10-03,26.6,13.0,20.2,2.7
729,27,2024-08-28,14.7,5.3,8.6,59.6
730,27,2024-07-19,33.3,20.2,13.8,52.3
731,27,2024-11-08,-1.8,-7.3,32.1,72.7
732,27,2024-09-27,1.4,-9.5,13.7,59.6
733,27,2024-09-09,18.4,4.1,14.9,10.0
734,27,2024-12-14,5.0,-9.2,9.2,65.0
735,27,2024-07-29,17.7,4.1,26.5,5.1
736,27,2024-09-05,28.4,19.2,5.9,69.0
737,27,2024-10-15,-0.1,-8.7,2.0,46.0
738,27,2024-10-24,2.1,-8.0,4.2,10.0
739,28,2024-01-01,36.7,25.8,32.9,19.9
740,28,2024-01-08,38.0,26.2,33.0,35.6
741,28,2024-01-29,27.9,14.9,17.6,43.1
742,28,2024-01-31,28.5,20.2,1.8,11.3
743,28,2024-02-10,38.9,30.0,18.0,10.3
744,28,2024-03-06,1.5,-6.3,45.2,32.0
745,28,2024-02-18,38.8,25.1,7.2,16.3
746,28,2024-03-18,41.0,31.7,18.6,52.6
747,28,2024-03-13,14.7,3.8,21.7,2.1
748,28,2024-03-31,0.8,-4.6,27.4,5.3
749,28,2024-03-21,13.5,5.9,43.4,18.1
750,28,2024-03-18,6.8,-4.4,47.6,62.6
751,28,2024-04-06,8.4,-1.8,41.1,39.2
752,28,2024-06-05,30.2,17.7,30.4,71.7
753,28,2024-05-06,14.2,4.6,40.3,54.2
754,28,2024-07-14,16.8,12.0,25.7,12.4
755,28,2024-05-24,6.1,-2.9,45.9,51.1
756,28,2024-07-23,26.8,17.6,35.3,14.6
757,28,2024-08-04,32.0,23.3,21.4,75.3
758,28,2024-07-09,14.4,-0.5,20.3,25.0
759,28,2024-06-09,22.8,16.9,4.7,46.0
760,28,2024-06-17,30.1,19.8,43.7,77.0
761,28,2024-10-13,29.7,19.3,24.9,54.8
762,28,2024-07-03,16.9,3.8,37.3,57.1
763,28,2024-10-15,11.2,-2.9,41.2,70.4
764,28,2024-06-24,27.1,13.2,44.1,41.9
765,28,2024-09-17,6.2,-0.8,17.7,4.1
766,28,2025-01-13,14.4,7.5,45.7,20.0
767,28,2024-08-12,11.5,3.0,0.1,50.5
768,29,2024-01-01,39.5,24.2,25.8,71.5
769,29,2024-01-15,37.8,28.4,0.3,36.8
770,29,2024-01-23,11.2,1.8,9.3,28.4
771,29,2024-01-25,15.4,7.1,44.9,32.9
772,29,2024-02-26,1.9,-8.2,23.5,29.9
773,29,2024-03-01,15.2,5.3,5.4,35.1
774,29,2024-03-25,5.6,-3.1,18.0,69.6
775,29,2024-03-11,3.1,-3.4,21.1,26.5
776,29,2024-02-26,4.6,-3.5,33.3,21.3
777,29,2024-04-27,19.5,8.5,6.4,60.1
778,29,2024-05-10,22.6,8.0,19.4,8.8
779,29,2024-03-29,29.5,22.6,0.7,54.8
780,29,2024-03-25,26.2,14.3,36.9,34.7
781,29,2024-05-23,8.8,1.7,30.9,58.3
782,29,2024-05-06,11.6,-2.2,49.7,19.8
783,29,2024-07-14,9.2,-3.9,35.1,40.2
784,29,2024-05-24,9.7,-3.2,7.4,9.6
785,29,2024-08-09,4.5,-11.0,21.3,49.3
786,29,2024-05-24,33.9,24.4,35.0,78.4
787,29,2024-07-09,13.3,3.4,32.2,24.3
788,29,2024-08-08,17.2,3.3,12.3,71.6
789,29,2024-07-08,-1.1,-9.8,10.6,37.8
790,29,2024-06-25,15.7,7.3,16.7,8.9
791,29,2024-06-10,28.9,19.5,18.0,64.8
792,29,2024-10-15,8.2,-1.0,4.4,8.5
793,29,2024-07-19,4.5,-10.7,40.9,15.4
794,29,2024-12-30,34.5,26.7,17.1,58.0
795,29,2024-09-27,19.3,13.6,20.9,56.9
796,29,2024-12-02,35.5,24.5,45.5,5.4
797,29,2025-01-12,23.7,9.2,8.3,21.9
798,29,2024-09-27,14.3,4.2,48.6,15.2
799,29,2025-02-07,20.0,9.7,3.7,35.0
800,30,2024-01-01,14.7,7.9,8.0,17.4
801,30,2024-01-08,36.9,25.4,35.4,42.0
802,30,2024-01-23,32.9,25.5,6.0,17.9
803,30,2024-01-31,12.5,-1.0,13.9,10.6
804,30,2024-01-29,24.2,13.8,26.7,0.1
805,30,2024-03-01,28.1,16.4,47.3,70.7
806,30,2024-03-07,28.3,18.2,16.2,4.6
807,30,2024-02-19,31.3,20.2,8.8,77.7
808,30,2024-03-05,30.0,16.2,12.9,50.1
809,30,2024-03-31,31.0,24.1,29.1,64.6
810,30,2024-05-10,4.6,-5.1,18.4,72.2
811,30,2024-03-29,19.6,7.9,8.8,45.6
812,30,2024-04-18,23.0,17.9,8.9,31.5
813,30,2024-05-10,0.2,-5.7,45.5,77.6
814,30,2024-04-22,26.8,17.5,0.6,8.0
815,30,2024-07-14,2.8,-10.8,32.2,3.5
816,30,2024-06-09,29.4,18.2,30.0,63.4
817,30,2024-04-29,35.9,26.9,16.9,56.6
818,30,2024-06-29,7.1,-6.8,40.8,24.6
819,30,2024-09-23,3.5,-5.0,31.4,9.8
820,30,2024-05-20,2.9,-6.0,41.8,11.3
821,30,2024-07-29,0.5,-6.9,32.8,18.1
822,30,2024-10-13,28.8,15.1,24.6,79.3
823,30,2024-08-18,6.8,-5.1,30.8,9.5
824,30,2024-07-11,36.5,27.8,26.5,48.0
825,30,2024-11-21,7.0,-2.8,40.9,27.9
826,30,2024-07-27,10.8,1.6,13.3,72.6
827,30,2024-08-04,33.7,18.7,38.9,11.7
828,30,2024-09-09,17.0,3.9,23.9,5.4
829,30,2025-01-12,37.1,30.8,49.7,14.5
830,30,2025-01-25,14.1,4.2,48.6,48.1
831,30,2025-01-07,8.2,-7.0,19.2,43.9
